// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf
// command took 1.51s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf
// command took 3.1s and exited with 0
// ***** Done, took 00:00:04 (4.63 sec)   *****
// Found 6 benchmarks:
//   CollectionsRemoveBenchMark.ListRemoveInt: DefaultJob
//   CollectionsRemoveBenchMark.HashSetRemoveInt: DefaultJob
//   CollectionsRemoveBenchMark.DictRemoveInt: DefaultJob
//   CollectionsRemoveBenchMark.ListRemovePerson: DefaultJob
//   CollectionsRemoveBenchMark.HashSetRemovePerson: DefaultJob
//   CollectionsRemoveBenchMark.DictRemovePerson: DefaultJob

// **************************
// Benchmark: CollectionsRemoveBenchMark.ListRemoveInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b69754db-e9fc-4e50-adec-9287ae14e1cf.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.ListRemoveInt" --job "Default" --benchmarkId 0 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadActual  20: 256 op, 1100.00 ns, 4.2969 ns/op

WorkloadWarmup   1: 256 op, 512414300.00 ns, 2.0016 ms/op
WorkloadWarmup   2: 256 op, 514914300.00 ns, 2.0114 ms/op
WorkloadWarmup   3: 256 op, 509112900.00 ns, 1.9887 ms/op
WorkloadWarmup   4: 256 op, 509668800.00 ns, 1.9909 ms/op
WorkloadWarmup   5: 256 op, 511169900.00 ns, 1.9968 ms/op
WorkloadWarmup   6: 256 op, 506509900.00 ns, 1.9786 ms/op

// BeforeActualRun
WorkloadActual   1: 256 op, 505156000.00 ns, 1.9733 ms/op
WorkloadActual   2: 256 op, 512392600.00 ns, 2.0015 ms/op
WorkloadActual   3: 256 op, 509747100.00 ns, 1.9912 ms/op
WorkloadActual   4: 256 op, 508857300.00 ns, 1.9877 ms/op
WorkloadActual   5: 256 op, 519513200.00 ns, 2.0293 ms/op
WorkloadActual   6: 256 op, 526016800.00 ns, 2.0548 ms/op
WorkloadActual   7: 256 op, 512166600.00 ns, 2.0007 ms/op
WorkloadActual   8: 256 op, 512933500.00 ns, 2.0036 ms/op
WorkloadActual   9: 256 op, 512788800.00 ns, 2.0031 ms/op
WorkloadActual  10: 256 op, 513286800.00 ns, 2.0050 ms/op
WorkloadActual  11: 256 op, 514635200.00 ns, 2.0103 ms/op
WorkloadActual  12: 256 op, 514183100.00 ns, 2.0085 ms/op
WorkloadActual  13: 256 op, 514179700.00 ns, 2.0085 ms/op
WorkloadActual  14: 256 op, 513383700.00 ns, 2.0054 ms/op
WorkloadActual  15: 256 op, 517051400.00 ns, 2.0197 ms/op

// AfterActualRun
WorkloadResult   1: 256 op, 505154900.00 ns, 1.9733 ms/op
WorkloadResult   2: 256 op, 512391500.00 ns, 2.0015 ms/op
WorkloadResult   3: 256 op, 509746000.00 ns, 1.9912 ms/op
WorkloadResult   4: 256 op, 508856200.00 ns, 1.9877 ms/op
WorkloadResult   5: 256 op, 512165500.00 ns, 2.0006 ms/op
WorkloadResult   6: 256 op, 512932400.00 ns, 2.0036 ms/op
WorkloadResult   7: 256 op, 512787700.00 ns, 2.0031 ms/op
WorkloadResult   8: 256 op, 513285700.00 ns, 2.0050 ms/op
WorkloadResult   9: 256 op, 514634100.00 ns, 2.0103 ms/op
WorkloadResult  10: 256 op, 514182000.00 ns, 2.0085 ms/op
WorkloadResult  11: 256 op, 514178600.00 ns, 2.0085 ms/op
WorkloadResult  12: 256 op, 513382600.00 ns, 2.0054 ms/op
WorkloadResult  13: 256 op, 517050300.00 ns, 2.0197 ms/op
GC:  34 0 0 163867496 256
Threading:  2 0 256

// AfterAll
// Benchmark Process 42432 has exited with code 0

Mean = 2.001 ms, StdErr = 0.003 ms (0.16%), N = 13, StdDev = 0.012 ms
Min = 1.973 ms, Q1 = 2.001 ms, Median = 2.004 ms, Q3 = 2.009 ms, Max = 2.020 ms
IQR = 0.008 ms, LowerFence = 1.989 ms, UpperFence = 2.020 ms
ConfidenceInterval = [1.987 ms; 2.015 ms] (CI 99.9%), Margin = 0.014 ms (0.70% of Mean)
Skewness = -0.88, Kurtosis = 3.3, MValue = 2

// **************************
// Benchmark: CollectionsRemoveBenchMark.DictRemovePerson: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b69754db-e9fc-4e50-adec-9287ae14e1cf.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.DictRemovePerson" --job "Default" --benchmarkId 5 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\b69754db-e9fc-4e50-adec-9287ae14e1cf\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 265400.00 ns, 265.4000 us/op
WorkloadJitting  1: 1 op, 5333100.00 ns, 5.3331 ms/op

OverheadJitting  2: 16 op, 263600.00 ns, 16.4750 us/op
WorkloadJitting  2: 16 op, 41086200.00 ns, 2.5679 ms/op

WorkloadPilot    1: 16 op, 36559300.00 ns, 2.2850 ms/op
WorkloadPilot    2: 32 op, 73099900.00 ns, 2.2844 ms/op
WorkloadPilot    3: 64 op, 146098100.00 ns, 2.2828 ms/op
WorkloadPilot    4: 128 op, 265787700.00 ns, 2.0765 ms/op
WorkloadPilot    5: 256 op, 528436200.00 ns, 2.0642 ms/op

OverheadWarmup   1: 256 op, 3800.00 ns, 14.8438 ns/op
OverheadWarmup   2: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadWarmup   3: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadWarmup   4: 256 op, 900.00 ns, 3.5156 ns/op
OverheadWarmup   5: 256 op, 1900.00 ns, 7.4219 ns/op
OverheadWarmup   6: 256 op, 1000.00 ns, 3.9062 ns/op

OverheadActual   1: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual   2: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   3: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   4: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual   5: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   6: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual   7: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   8: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual   9: 256 op, 1300.00 ns, 5.0781 ns/op
OverheadActual  10: 256 op, 18700.00 ns, 73.0469 ns/op
OverheadActual  11: 256 op, 5400.00 ns, 21.0938 ns/op
OverheadActual  12: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  13: 256 op, 1200.00 ns, 4.6875 ns/op
OverheadActual  14: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  15: 256 op, 1400.00 ns, 5.4688 ns/op
OverheadActual  16: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  17: 256 op, 1000.00 ns, 3.9062 ns/op
OverheadActual  18: 256 op, 900.00 ns, 3.5156 ns/op
OverheadActual  19: 256 op, 1100.00 ns, 4.2969 ns/op
OverheadActual  20: 256 op, 1200.00 ns, 4.6875 ns/op

WorkloadWarmup   1: 256 op, 517266100.00 ns, 2.0206 ms/op
WorkloadWarmup   2: 256 op, 527449400.00 ns, 2.0603 ms/op
WorkloadWarmup   3: 256 op, 523056300.00 ns, 2.0432 ms/op
WorkloadWarmup   4: 256 op, 514142000.00 ns, 2.0084 ms/op
WorkloadWarmup   5: 256 op, 515123900.00 ns, 2.0122 ms/op
WorkloadWarmup   6: 256 op, 521719100.00 ns, 2.0380 ms/op
WorkloadWarmup   7: 256 op, 518009900.00 ns, 2.0235 ms/op

// BeforeActualRun
WorkloadActual   1: 256 op, 507903800.00 ns, 1.9840 ms/op
WorkloadActual   2: 256 op, 511121300.00 ns, 1.9966 ms/op
WorkloadActual   3: 256 op, 509176900.00 ns, 1.9890 ms/op
WorkloadActual   4: 256 op, 518594900.00 ns, 2.0258 ms/op
WorkloadActual   5: 256 op, 524326700.00 ns, 2.0482 ms/op
WorkloadActual   6: 256 op, 519480300.00 ns, 2.0292 ms/op
WorkloadActual   7: 256 op, 511373000.00 ns, 1.9976 ms/op
WorkloadActual   8: 256 op, 513422100.00 ns, 2.0056 ms/op
WorkloadActual   9: 256 op, 516276900.00 ns, 2.0167 ms/op
WorkloadActual  10: 256 op, 509717700.00 ns, 1.9911 ms/op
WorkloadActual  11: 256 op, 512561700.00 ns, 2.0022 ms/op
WorkloadActual  12: 256 op, 513743400.00 ns, 2.0068 ms/op
WorkloadActual  13: 256 op, 508851200.00 ns, 1.9877 ms/op
WorkloadActual  14: 256 op, 516342800.00 ns, 2.0170 ms/op
WorkloadActual  15: 256 op, 510598700.00 ns, 1.9945 ms/op

// AfterActualRun
WorkloadResult   1: 256 op, 507902750.00 ns, 1.9840 ms/op
WorkloadResult   2: 256 op, 511120250.00 ns, 1.9966 ms/op
WorkloadResult   3: 256 op, 509175850.00 ns, 1.9890 ms/op
WorkloadResult   4: 256 op, 518593850.00 ns, 2.0258 ms/op
WorkloadResult   5: 256 op, 524325650.00 ns, 2.0481 ms/op
WorkloadResult   6: 256 op, 519479250.00 ns, 2.0292 ms/op
WorkloadResult   7: 256 op, 511371950.00 ns, 1.9975 ms/op
WorkloadResult   8: 256 op, 513421050.00 ns, 2.0056 ms/op
WorkloadResult   9: 256 op, 516275850.00 ns, 2.0167 ms/op
WorkloadResult  10: 256 op, 509716650.00 ns, 1.9911 ms/op
WorkloadResult  11: 256 op, 512560650.00 ns, 2.0022 ms/op
WorkloadResult  12: 256 op, 513742350.00 ns, 2.0068 ms/op
WorkloadResult  13: 256 op, 508850150.00 ns, 1.9877 ms/op
WorkloadResult  14: 256 op, 516341750.00 ns, 2.0170 ms/op
WorkloadResult  15: 256 op, 510597650.00 ns, 1.9945 ms/op
GC:  34 0 0 163867192 256
Threading:  2 0 256

// AfterAll
// Benchmark Process 36544 has exited with code 0

Mean = 2.006 ms, StdErr = 0.005 ms (0.23%), N = 15, StdDev = 0.018 ms
Min = 1.984 ms, Q1 = 1.993 ms, Median = 2.002 ms, Q3 = 2.017 ms, Max = 2.048 ms
IQR = 0.024 ms, LowerFence = 1.957 ms, UpperFence = 2.053 ms
ConfidenceInterval = [1.987 ms; 2.025 ms] (CI 99.9%), Margin = 0.019 ms (0.96% of Mean)
Skewness = 0.77, Kurtosis = 2.56, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\TestBenchMark.CollectionsRemoveBenchMark-report.csv
  BenchmarkDotNet.Artifacts\results\TestBenchMark.CollectionsRemoveBenchMark-report-github.md
  BenchmarkDotNet.Artifacts\results\TestBenchMark.CollectionsRemoveBenchMark-report.html

// * Detailed results *
CollectionsRemoveBenchMark.DictRemoveInt: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 749.711 μs, StdErr = 1.245 μs (0.17%), N = 13, StdDev = 4.488 μs
Min = 745.718 μs, Q1 = 746.858 μs, Median = 748.250 μs, Q3 = 750.488 μs, Max = 760.446 μs
IQR = 3.630 μs, LowerFence = 741.414 μs, UpperFence = 755.933 μs
ConfidenceInterval = [744.336 μs; 755.086 μs] (CI 99.9%), Margin = 5.375 μs (0.72% of Mean)
Skewness = 1.33, Kurtosis = 3.39, MValue = 2
-------------------- Histogram --------------------
[743.213 μs ; 762.951 μs) | @@@@@@@@@@@@@
---------------------------------------------------

CollectionsRemoveBenchMark.HashSetRemoveInt: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 860.987 μs, StdErr = 4.105 μs (0.48%), N = 17, StdDev = 16.924 μs
Min = 841.272 μs, Q1 = 844.209 μs, Median = 852.079 μs, Q3 = 877.985 μs, Max = 881.142 μs
IQR = 33.776 μs, LowerFence = 793.545 μs, UpperFence = 928.649 μs
ConfidenceInterval = [844.507 μs; 877.467 μs] (CI 99.9%), Margin = 16.480 μs (1.91% of Mean)
Skewness = 0.04, Kurtosis = 1.01, MValue = 2
-------------------- Histogram --------------------
[838.037 μs ; 869.342 μs) | @@@@@@@@@
[869.342 μs ; 889.781 μs) | @@@@@@@@
---------------------------------------------------

CollectionsRemoveBenchMark.HashSetRemovePerson: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 2.001 ms, StdErr = 0.003 ms (0.16%), N = 13, StdDev = 0.012 ms
Min = 1.973 ms, Q1 = 2.001 ms, Median = 2.004 ms, Q3 = 2.009 ms, Max = 2.020 ms
IQR = 0.008 ms, LowerFence = 1.989 ms, UpperFence = 2.020 ms
ConfidenceInterval = [1.987 ms; 2.015 ms] (CI 99.9%), Margin = 0.014 ms (0.70% of Mean)
Skewness = -0.88, Kurtosis = 3.3, MValue = 2
-------------------- Histogram --------------------
[1.967 ms ; 2.026 ms) | @@@@@@@@@@@@@
---------------------------------------------------

CollectionsRemoveBenchMark.DictRemovePerson: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 2.006 ms, StdErr = 0.005 ms (0.23%), N = 15, StdDev = 0.018 ms
Min = 1.984 ms, Q1 = 1.993 ms, Median = 2.002 ms, Q3 = 2.017 ms, Max = 2.048 ms
IQR = 0.024 ms, LowerFence = 1.957 ms, UpperFence = 2.053 ms
ConfidenceInterval = [1.987 ms; 2.025 ms] (CI 99.9%), Margin = 0.019 ms (0.96% of Mean)
Skewness = 0.77, Kurtosis = 2.56, MValue = 2
-------------------- Histogram --------------------
[1.977 ms ; 2.058 ms) | @@@@@@@@@@@@@@@
---------------------------------------------------

CollectionsRemoveBenchMark.ListRemoveInt: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 345.472 ms, StdErr = 0.379 ms (0.11%), N = 13, StdDev = 1.367 ms
Min = 342.730 ms, Q1 = 344.752 ms, Median = 345.548 ms, Q3 = 346.495 ms, Max = 347.773 ms
IQR = 1.742 ms, LowerFence = 342.139 ms, UpperFence = 349.108 ms
ConfidenceInterval = [343.835 ms; 347.109 ms] (CI 99.9%), Margin = 1.637 ms (0.47% of Mean)
Skewness = -0.32, Kurtosis = 2.31, MValue = 2
-------------------- Histogram --------------------
[341.967 ms ; 348.536 ms) | @@@@@@@@@@@@@
---------------------------------------------------

CollectionsRemoveBenchMark.ListRemovePerson: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 6.706 s, StdErr = 0.021 s (0.31%), N = 14, StdDev = 0.079 s
Min = 6.628 s, Q1 = 6.656 s, Median = 6.675 s, Q3 = 6.731 s, Max = 6.889 s
IQR = 0.074 s, LowerFence = 6.545 s, UpperFence = 6.842 s
ConfidenceInterval = [6.617 s; 6.795 s] (CI 99.9%), Margin = 0.089 s (1.33% of Mean)
Skewness = 1.06, Kurtosis = 2.75, MValue = 2
-------------------- Histogram --------------------
[6.585 s ; 6.744 s) | @@@@@@@@@@@
[6.744 s ; 6.932 s) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.1500 (1909/November2018Update/19H2)
Intel Core i7-8850H CPU 2.60GHz (Coffee Lake), 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.202
  [Host]     : .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
  DefaultJob : .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT


|              Method |           Mean |        Error |       StdDev |  Ratio | RatioSD | Rank |    Gen 0 | Gen 1 | Gen 2 | Allocated |
|-------------------- |---------------:|-------------:|-------------:|-------:|--------:|-----:|---------:|------:|------:|----------:|
|       DictRemoveInt |       749.7 μs |      5.37 μs |      4.49 μs |  0.002 |    0.00 |    1 |        - |     - |     - |     104 B |
|    HashSetRemoveInt |       861.0 μs |     16.48 μs |     16.92 μs |  0.003 |    0.00 |    2 |        - |     - |     - |      96 B |
| HashSetRemovePerson |     2,001.4 μs |     13.99 μs |     11.68 μs |  0.006 |    0.00 |    3 | 132.8125 |     - |     - |  640107 B |
|    DictRemovePerson |     2,006.1 μs |     19.34 μs |     18.09 μs |  0.006 |    0.00 |    3 | 132.8125 |     - |     - |  640106 B |
|       ListRemoveInt |   345,471.7 μs |  1,636.97 μs |  1,366.95 μs |  1.000 |    0.00 |    4 |        - |     - |     - |      96 B |
|    ListRemovePerson | 6,706,046.0 μs | 88,932.95 μs | 78,836.74 μs | 19.391 |    0.22 |    5 |        - |     - |     - |  641344 B |

// * Hints *
Outliers
  CollectionsRemoveBenchMark.DictRemoveInt: Default       -> 2 outliers were removed (774.60 μs, 776.00 μs)
  CollectionsRemoveBenchMark.HashSetRemoveInt: Default    -> 1 outlier  was  removed (1.26 ms)
  CollectionsRemoveBenchMark.HashSetRemovePerson: Default -> 2 outliers were removed, 4 outliers were detected (1.97 ms, 1.99 ms, 2.03 ms, 2.05 ms)
  CollectionsRemoveBenchMark.ListRemoveInt: Default       -> 2 outliers were removed (350.89 ms, 353.07 ms)
  CollectionsRemoveBenchMark.ListRemovePerson: Default    -> 1 outlier  was  removed (6.96 s)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Ratio     : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD   : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 μs      : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:04:39 (279.83 sec), executed benchmarks: 6

Global total time: 00:04:44 (284.46 sec), executed benchmarks: 6
// * Artifacts cleanup *
