// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\03cd719a-a2f8-4f8b-a802-602a7374bf82
// command took 1.63s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\03cd719a-a2f8-4f8b-a802-602a7374bf82
// command took 2.8s and exited with 0
// ***** Done, took 00:00:04 (4.53 sec)   *****
// Found 3 benchmarks:
//   CollectionsRemoveBenchMark.ListTestRemove: DefaultJob
//   CollectionsRemoveBenchMark.HashSetTestRemove: DefaultJob
//   CollectionsRemoveBenchMark.DictTestRemove: DefaultJob

// **************************
// Benchmark: CollectionsRemoveBenchMark.ListTestRemove: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "03cd719a-a2f8-4f8b-a802-602a7374bf82.dll" --benchmarkName "TestBenchMark.CollectionsRemoveBenchMark.ListTestRemove" --job "Default" --benchmarkId 0 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\03cd719a-a2f8-4f8b-a802-602a7374bf82\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadWarmup   3: 128 op, 500.00 ns, 3.9062 ns/op
OverheadWarmup   4: 128 op, 500.00 ns, 3.9062 ns/op
OverheadWarmup   5: 128 op, 500.00 ns, 3.9062 ns/op
OverheadWarmup   6: 128 op, 600.00 ns, 4.6875 ns/op

OverheadActual   1: 128 op, 600.00 ns, 4.6875 ns/op
OverheadActual   2: 128 op, 600.00 ns, 4.6875 ns/op
OverheadActual   3: 128 op, 700.00 ns, 5.4688 ns/op
OverheadActual   4: 128 op, 900.00 ns, 7.0312 ns/op
OverheadActual   5: 128 op, 600.00 ns, 4.6875 ns/op
OverheadActual   6: 128 op, 500.00 ns, 3.9062 ns/op
OverheadActual   7: 128 op, 600.00 ns, 4.6875 ns/op
OverheadActual   8: 128 op, 600.00 ns, 4.6875 ns/op
OverheadActual   9: 128 op, 600.00 ns, 4.6875 ns/op
OverheadActual  10: 128 op, 500.00 ns, 3.9062 ns/op
OverheadActual  11: 128 op, 700.00 ns, 5.4688 ns/op
OverheadActual  12: 128 op, 500.00 ns, 3.9062 ns/op
OverheadActual  13: 128 op, 300.00 ns, 2.3438 ns/op
OverheadActual  14: 128 op, 400.00 ns, 3.1250 ns/op
OverheadActual  15: 128 op, 700.00 ns, 5.4688 ns/op
OverheadActual  16: 128 op, 700.00 ns, 5.4688 ns/op
OverheadActual  17: 128 op, 500.00 ns, 3.9062 ns/op
OverheadActual  18: 128 op, 700.00 ns, 5.4688 ns/op
OverheadActual  19: 128 op, 500.00 ns, 3.9062 ns/op
OverheadActual  20: 128 op, 700.00 ns, 5.4688 ns/op

WorkloadWarmup   1: 128 op, 981906000.00 ns, 7.6711 ms/op
WorkloadWarmup   2: 128 op, 979147800.00 ns, 7.6496 ms/op
WorkloadWarmup   3: 128 op, 982013500.00 ns, 7.6720 ms/op
WorkloadWarmup   4: 128 op, 980676800.00 ns, 7.6615 ms/op
WorkloadWarmup   5: 128 op, 981920800.00 ns, 7.6713 ms/op
WorkloadWarmup   6: 128 op, 979093300.00 ns, 7.6492 ms/op

// BeforeActualRun
WorkloadActual   1: 128 op, 980664900.00 ns, 7.6614 ms/op
WorkloadActual   2: 128 op, 998369100.00 ns, 7.7998 ms/op
WorkloadActual   3: 128 op, 987980200.00 ns, 7.7186 ms/op
WorkloadActual   4: 128 op, 987989900.00 ns, 7.7187 ms/op
WorkloadActual   5: 128 op, 1004654100.00 ns, 7.8489 ms/op
WorkloadActual   6: 128 op, 980373200.00 ns, 7.6592 ms/op
WorkloadActual   7: 128 op, 989763900.00 ns, 7.7325 ms/op
WorkloadActual   8: 128 op, 982037700.00 ns, 7.6722 ms/op
WorkloadActual   9: 128 op, 980218700.00 ns, 7.6580 ms/op
WorkloadActual  10: 128 op, 984373100.00 ns, 7.6904 ms/op
WorkloadActual  11: 128 op, 980042400.00 ns, 7.6566 ms/op
WorkloadActual  12: 128 op, 981466300.00 ns, 7.6677 ms/op
WorkloadActual  13: 128 op, 983069000.00 ns, 7.6802 ms/op
WorkloadActual  14: 128 op, 985998400.00 ns, 7.7031 ms/op
WorkloadActual  15: 128 op, 985480200.00 ns, 7.6991 ms/op

// AfterActualRun
WorkloadResult   1: 128 op, 980664300.00 ns, 7.6614 ms/op
WorkloadResult   2: 128 op, 987979600.00 ns, 7.7186 ms/op
WorkloadResult   3: 128 op, 987989300.00 ns, 7.7187 ms/op
WorkloadResult   4: 128 op, 980372600.00 ns, 7.6592 ms/op
WorkloadResult   5: 128 op, 989763300.00 ns, 7.7325 ms/op
WorkloadResult   6: 128 op, 982037100.00 ns, 7.6722 ms/op
WorkloadResult   7: 128 op, 980218100.00 ns, 7.6580 ms/op
WorkloadResult   8: 128 op, 984372500.00 ns, 7.6904 ms/op
WorkloadResult   9: 128 op, 980041800.00 ns, 7.6566 ms/op
WorkloadResult  10: 128 op, 981465700.00 ns, 7.6677 ms/op
WorkloadResult  11: 128 op, 983068400.00 ns, 7.6802 ms/op
WorkloadResult  12: 128 op, 985997800.00 ns, 7.7031 ms/op
WorkloadResult  13: 128 op, 985479600.00 ns, 7.6991 ms/op
GC:  0 0 0 13624 128
Threading:  2 0 128

// AfterAll
// Benchmark Process 43256 has exited with code 0

Mean = 7.686 ms, StdErr = 0.007 ms (0.09%), N = 13, StdDev = 0.026 ms
Min = 7.657 ms, Q1 = 7.661 ms, Median = 7.680 ms, Q3 = 7.703 ms, Max = 7.733 ms
IQR = 0.042 ms, LowerFence = 7.599 ms, UpperFence = 7.766 ms
ConfidenceInterval = [7.654 ms; 7.717 ms] (CI 99.9%), Margin = 0.032 ms (0.41% of Mean)
Skewness = 0.37, Kurtosis = 1.52, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\TestBenchMark.CollectionsRemoveBenchMark-report.csv
  BenchmarkDotNet.Artifacts\results\TestBenchMark.CollectionsRemoveBenchMark-report-github.md
  BenchmarkDotNet.Artifacts\results\TestBenchMark.CollectionsRemoveBenchMark-report.html

// * Detailed results *
CollectionsRemoveBenchMark.DictTestRemove: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 7.686 ms, StdErr = 0.007 ms (0.09%), N = 13, StdDev = 0.026 ms
Min = 7.657 ms, Q1 = 7.661 ms, Median = 7.680 ms, Q3 = 7.703 ms, Max = 7.733 ms
IQR = 0.042 ms, LowerFence = 7.599 ms, UpperFence = 7.766 ms
ConfidenceInterval = [7.654 ms; 7.717 ms] (CI 99.9%), Margin = 0.032 ms (0.41% of Mean)
Skewness = 0.37, Kurtosis = 1.52, MValue = 2
-------------------- Histogram --------------------
[7.642 ms ; 7.747 ms) | @@@@@@@@@@@@@
---------------------------------------------------

CollectionsRemoveBenchMark.HashSetTestRemove: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 8.608 ms, StdErr = 0.044 ms (0.51%), N = 22, StdDev = 0.207 ms
Min = 8.402 ms, Q1 = 8.441 ms, Median = 8.548 ms, Q3 = 8.712 ms, Max = 9.075 ms
IQR = 0.271 ms, LowerFence = 8.035 ms, UpperFence = 9.119 ms
ConfidenceInterval = [8.440 ms; 8.777 ms] (CI 99.9%), Margin = 0.168 ms (1.95% of Mean)
Skewness = 0.95, Kurtosis = 2.78, MValue = 2
-------------------- Histogram --------------------
[8.387 ms ; 8.580 ms) | @@@@@@@@@@@@
[8.580 ms ; 8.899 ms) | @@@@@@@
[8.899 ms ; 9.093 ms) | @@@
---------------------------------------------------

CollectionsRemoveBenchMark.ListTestRemove: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 39.233 s, StdErr = 0.376 s (0.96%), N = 99, StdDev = 3.741 s
Min = 36.297 s, Q1 = 36.484 s, Median = 36.692 s, Q3 = 42.157 s, Max = 50.133 s
IQR = 5.673 s, LowerFence = 27.974 s, UpperFence = 50.667 s
ConfidenceInterval = [37.957 s; 40.508 s] (CI 99.9%), Margin = 1.276 s (3.25% of Mean)
Skewness = 1.07, Kurtosis = 2.86, MValue = 2.4
-------------------- Histogram --------------------
[36.188 s ; 38.311 s) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[38.311 s ; 40.757 s) | @@@@@@@@@@@
[40.757 s ; 43.002 s) | @@@@
[43.002 s ; 45.125 s) | @@@@@@@@@@@@@@@@
[45.125 s ; 48.056 s) | @@@@@@
[48.056 s ; 51.195 s) | @@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.1500 (1909/November2018Update/19H2)
Intel Core i7-8850H CPU 2.60GHz (Coffee Lake), 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.202
  [Host]     : .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
  DefaultJob : .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT


|            Method |          Mean |         Error |        StdDev |        Median | Ratio | Rank | Gen 0 | Gen 1 | Gen 2 | Allocated |
|------------------ |--------------:|--------------:|--------------:|--------------:|------:|-----:|------:|------:|------:|----------:|
|    DictTestRemove |      7.686 ms |     0.0315 ms |     0.0263 ms |      7.680 ms | 0.000 |    1 |     - |     - |     - |     106 B |
| HashSetTestRemove |      8.608 ms |     0.1682 ms |     0.2066 ms |      8.548 ms | 0.000 |    2 |     - |     - |     - |      96 B |
|    ListTestRemove | 39,232.504 ms | 1,275.5121 ms | 3,740.8563 ms | 36,691.793 ms | 1.000 |    3 |     - |     - |     - |      96 B |

// * Hints *
Outliers
  CollectionsRemoveBenchMark.DictTestRemove: Default    -> 2 outliers were removed (7.80 ms, 7.85 ms)
  CollectionsRemoveBenchMark.HashSetTestRemove: Default -> 1 outlier  was  removed (9.23 ms)
  CollectionsRemoveBenchMark.ListTestRemove: Default    -> 1 outlier  was  removed (51.72 s)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Ratio     : Mean of the ratio distribution ([Current]/[Baseline])
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ms      : 1 Millisecond (0.001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 01:12:57 (4377.52 sec), executed benchmarks: 3

Global total time: 01:13:02 (4382.06 sec), executed benchmarks: 3
// * Artifacts cleanup *
