// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\138cccb2-4a96-4286-811c-ae2c713f804b
// command took 1.56s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\138cccb2-4a96-4286-811c-ae2c713f804b
// command took 2.56s and exited with 0
// ***** Done, took 00:00:04 (4.21 sec)   *****
// Found 3 benchmarks:
//   CollectionsAddBenchMark.ListTestInt: DefaultJob
//   CollectionsAddBenchMark.HashSetTestInt: DefaultJob
//   CollectionsAddBenchMark.DictTestInt: DefaultJob

// **************************
// Benchmark: CollectionsAddBenchMark.ListTestInt: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "138cccb2-4a96-4286-811c-ae2c713f804b.dll" --benchmarkName "TestBenchMark.CollectionsAddBenchMark.ListTestInt" --job "Default" --benchmarkId 0 in C:\Ponkarthik\Poc\BenchMark\TestBenchMark\TestBenchMark\bin\Release\netcoreapp3.1\138cccb2-4a96-4286-811c-ae2c713f804b\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

[6.668 ms ; 6.895 ms) | @@@@@@@@
[6.895 ms ; 7.091 ms) | @@@@@@@@@@@@@@@
[7.091 ms ; 7.390 ms) | @@@@@@@@@@@@@
[7.390 ms ; 7.713 ms) | @@@@@@
---------------------------------------------------

CollectionsAddBenchMark.HashSetTestInt: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 25.152 ms, StdErr = 0.130 ms (0.52%), N = 24, StdDev = 0.635 ms
Min = 23.725 ms, Q1 = 24.809 ms, Median = 25.213 ms, Q3 = 25.573 ms, Max = 26.147 ms
IQR = 0.764 ms, LowerFence = 23.662 ms, UpperFence = 26.719 ms
ConfidenceInterval = [24.664 ms; 25.640 ms] (CI 99.9%), Margin = 0.488 ms (1.94% of Mean)
Skewness = -0.53, Kurtosis = 2.62, MValue = 2
-------------------- Histogram --------------------
[23.661 ms ; 24.239 ms) | @@@
[24.239 ms ; 25.087 ms) | @@@@@@@
[25.087 ms ; 25.664 ms) | @@@@@@@@@@
[25.664 ms ; 26.238 ms) | @@@@
---------------------------------------------------

CollectionsAddBenchMark.DictTestInt: DefaultJob
Runtime = .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT; GC = Concurrent Workstation
Mean = 28.444 ms, StdErr = 0.032 ms (0.11%), N = 14, StdDev = 0.120 ms
Min = 28.251 ms, Q1 = 28.344 ms, Median = 28.435 ms, Q3 = 28.545 ms, Max = 28.638 ms
IQR = 0.201 ms, LowerFence = 28.043 ms, UpperFence = 28.846 ms
ConfidenceInterval = [28.309 ms; 28.580 ms] (CI 99.9%), Margin = 0.135 ms (0.48% of Mean)
Skewness = -0.04, Kurtosis = 1.57, MValue = 2
-------------------- Histogram --------------------
[28.185 ms ; 28.704 ms) | @@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.1500 (1909/November2018Update/19H2)
Intel Core i7-8850H CPU 2.60GHz (Coffee Lake), 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.202
  [Host]     : .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT
  DefaultJob : .NET Core 3.1.13 (CoreCLR 4.700.21.11102, CoreFX 4.700.21.11602), X64 RyuJIT


|         Method |      Mean |     Error |    StdDev | Ratio | RatioSD | Rank |     Gen 0 |     Gen 1 |     Gen 2 | Allocated |
|--------------- |----------:|----------:|----------:|------:|--------:|-----:|----------:|----------:|----------:|----------:|
|    ListTestInt |  7.116 ms | 0.1421 ms | 0.2599 ms |  1.00 |    0.00 |    1 | 1968.7500 | 1968.7500 | 1968.7500 |      8 MB |
| HashSetTestInt | 25.152 ms | 0.4882 ms | 0.6348 ms |  3.51 |    0.17 |    2 | 1281.2500 | 1250.0000 | 1250.0000 |  41.11 MB |
|    DictTestInt | 28.444 ms | 0.1354 ms | 0.1200 ms |  3.99 |    0.14 |    3 | 2531.2500 | 2531.2500 | 2531.2500 |  51.39 MB |

// * Hints *
Outliers
  CollectionsAddBenchMark.ListTestInt: Default -> 3 outliers were removed (7.92 ms..8.27 ms)
  CollectionsAddBenchMark.DictTestInt: Default -> 1 outlier  was  removed (29.43 ms)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Ratio     : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD   : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Rank      : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ms      : 1 Millisecond (0.001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:44 (104.05 sec), executed benchmarks: 3

Global total time: 00:01:48 (108.27 sec), executed benchmarks: 3
// * Artifacts cleanup *
